Class_code,Species,Type_of_cost_merged,pred_cost_mean,s_Class_code,s_Species,s_Damage,s_manage,s_mixed,s_unspecified,s_pred_cost_mean
Mammal,Sus scrofa,Management,22.04988299,Freshwater,Limnoperna fortunei,0,0,0,0,39.75449989
Mammal,Trichosurus vulpecula,Management,546.0672685,terrinv,Vespula germanica,0,0,0,0,36.6119368
Mammal,Vulpes vulpes,Damage,400.0948387,terrinv,Bruchus pisorum,0,0,0,0,34.83601445
Mammal,Vulpes vulpes,Management,41.17246889,terrinv,Elatobium abietinum,0,0,0,0,27.3715398
Reptilia,Anolis carolinensis,Management,0.21332666,terrinv,Lissachatina fulica,0,0,0,0,24.62739234
Reptilia,Boiga irregularis,Management,3.392373965,terrinv,Hyphantria cunea,0,0,0,0,22.07499113
Reptilia,Chelydra serpentina,Management,0.0866559,Bird,Oxyura jamaicensis,0,0,0,0,21.49859459
Reptilia,Trachemys scripta,Management,1.456459458,terrinv,Ephestia kuehniella,0,0,0,0,16.93841487
terrinv,Adelges piceae,Damage,8167.185907,terrinv,Adelges tsugae,0,0,0,0,13.71629948
terrinv,Adelges tsugae,Management,13.71629948,Freshwater,Pacifastacus leniusculus,0,0,0,0,13.4537882
terrinv,Aedes aegypti,Damage,99644.77024,terrinv,Rhynchophorus ferrugineus,0,0,0,0,11.85006401
terrinv,Aedes aegypti,Management,13647.59492,Freshwater,Procambarus clarkii,0,0,0,0,8.597601965
terrinv,Aedes aegypti,Mixed,9.137562341,terrinv,Aedes albopictus,0,0,0,0,7.590067049
terrinv,Aedes albopictus,Management,7.590067049,Mammal,Mustela erminea,0,0,0,0,7.573009077
terrinv,Aedes camptorhynchus,Management,1060.648108,terrinv,Vespa velutina,0,0,0,0,7.412934971
terrinv,Agrilus planipennis,Management,1382.994139,terrinv,Daktulosphaira vitifoliae,0,0,0,0,7.075693889
terrinv,Aleurodicus rugioperculatus,Management,0.000727445,Bird,Phasianus colchicus,0,0,0,0,6.725501455
terrinv,Anastrepha fraterculus,Damage,110.0317759,terrinv,Linepithema humile,0,0,0,0,6.63436384
terrinv,Anastrepha fraterculus,Management,13.97473637,Bird,Branta canadensis,0,0,0,0,5.445963943
terrinv,Anopheles darlingi,Management,726.521063,Mammal,Nyctereutes procyonoides,0,0,0,0,4.846940803
terrinv,Anoplophora chinensis,Management,61.91984445,Bird,Myiopsitta monachus,0,0,0,0,4.728954206
terrinv,Anoplophora glabripennis,Damage,4239.896433,Reptilia,Boiga irregularis,0,0,0,0,3.392373965
terrinv,Anoplophora glabripennis,Management,9214.832508,Mammal,Callosciurus erythraeus,0,0,0,0,3.242112176
terrinv,Anthonomus grandis,Damage,1211.690004,terrinv,Globodera rostochiensis,0,0,0,0,3.154195312
terrinv,Anthonomus grandis,Management,1800.112766,Mammal,Hemitragus jemlahicus,0,0,0,0,2.934926001
terrinv,Anthonomus grandis,Mixed,89665.06028,Mammal,Rattus exulans,0,0,0,0,2.900932293
terrinv,Anthonomus grandis,Unspecified,1554.258782,terrinv,Vespula vulgaris,0,0,0,0,2.735770889
terrinv,Arion lusitanicus,Damage,139.8799634,terrinv,Raoiella indica,0,0,0,0,2.20264254
terrinv,Bactrocera philippinensis,Damage,781.3622376,terrinv,Trogoderma granarium,0,0,0,0,2.157891458
terrinv,Bactrocera philippinensis,Management,279.8642235,terrinv,Dendroctonus micans,0,0,0,0,1.961551288
terrinv,Bactrocera tryoni,Damage,307.603294,Mammal,Herpestes javanicus,0,0,0,0,1.587012309
terrinv,Bactrocera tryoni,Management,94.99057826,Fish,Pseudorasbora parva,0,0,0,0,1.577256726
terrinv,Bemisia tabaci,Management,0.00236705,terrinv,Thrips palmi,0,0,0,0,1.574470396
terrinv,Bruchus pisorum,Mixed,34.83601445,Reptilia,Trachemys scripta,0,0,0,0,1.456459458
terrinv,Bursaphelenchus mucronatus,Damage,32308.70756,Mammal,Castor canadensis,0,0,0,0,1.413598685
terrinv,Bursaphelenchus mucronatus,Management,11.0804637,Mammal,Muntiacus reevesi,0,0,0,0,1.300100126
terrinv,Bursaphelenchus mucronatus,Mixed,167.9843665,Mammal,Equus caballus,0,0,0,0,1.230214536
terrinv,Cactoblastis cactorum,Damage,246.1314335,Bird,Alopochen aegyptiaca,0,0,0,0,1.064448078
terrinv,Cactoblastis cactorum,Management,67.97204794,Bird,Cygnus olor,0,0,0,0,0.93459369
terrinv,Cameraria ohridella,Management,66.41159784,Fish,Phoxinus phoxinus,0,0,0,0,0.678241885
terrinv,Ceratitis capitata,Damage,421.5965,terrinv,Prostephanus truncatus,0,0,0,0,0.626316936
terrinv,Ceratitis capitata,Management,45.79059303,Mammal,Phascolarctos cinereus,0,0,0,0,0.58155895
terrinv,Ceutorhynchus obstrictus,Damage,1462.548993,Freshwater,Corbicula fluminea,0,0,0,0,0.533186135
terrinv,Chilo partellus,Damage,3558.666564,terrinv,Hyblaea puera,0,0,0,0,0.461731226
terrinv,Cochliomyia hominivorax,Damage,11188.94993,Fish,Tinca tinca,0,0,0,0,0.225482471
terrinv,Coptotermes formosanus,Mixed,49347.85136,Reptilia,Anolis carolinensis,0,0,0,0,0.21332666
terrinv,Coptotermes gestroi,Damage,13.37042152,terrinv,Maconellicoccus hirsutus,0,0,0,0,0.120161119
terrinv,Coptotermes gestroi,Management,12.64075956,Amphibian,Lithobates catesbeianus,0,0,0,0,0.096868319
terrinv,Coptotermes gestroi,Mixed,23.4299046,Reptilia,Chelydra serpentina,0,0,0,0,0.0866559
terrinv,Cydia pomonella,Damage,5824.454772,Amphibian,Xenopus laevis,0,0,0,0,0.02307698
terrinv,Daktulosphaira vitifoliae,Management,2.097556175,terrinv,Varroa jacobsoni,0,0,0,0,0.002477275
terrinv,Daktulosphaira vitifoliae,Mixed,4.978137714,terrinv,Bemisia tabaci,0,0,0,0,0.00236705
terrinv,Dendroctonus micans,Damage,1.557385028,terrinv,Aleurodicus rugioperculatus,0,0,0,0,0.000727445
terrinv,Dendroctonus micans,Management,0.40416626,,,,,,,
terrinv,Drosophila suzukii,Damage,144.0003009,,,,,,,
terrinv,Elatobium abietinum,Damage,27.3715398,,,,,,,
terrinv,Ephestia kuehniella,Damage,3.130386897,,,,,,,
terrinv,Ephestia kuehniella,Management,13.80802797,,,,,,,
terrinv,Frankliniella occidentalis,Damage,507.1677927,,,,,,,
terrinv,Globodera rostochiensis,Management,3.154195312,,,,,,,
terrinv,Haematobia irritans,Damage,18692.0863,,,,,,,
terrinv,Halotydeus destructor,Damage,949.9066358,,,,,,,
terrinv,Hyblaea puera,Management,0.461731226,,,,,,,
terrinv,Hypera postica,Management,8574.514597,,,,,,,
terrinv,Hyphantria cunea,Mixed,22.07499113,,,,,,,
terrinv,Hypothenemus hampei,Damage,40.19497222,,,,,,,
terrinv,Leptinotarsa decemlineata,Damage,26.50504842,,,,,,,
terrinv,Leptinotarsa decemlineata,Management,45.16919243,,,,,,,
terrinv,Linepithema humile,Management,6.63436384,,,,,,,
terrinv,Liriomyza huidobrensis,Management,48.80939457,,,,,,,
terrinv,Liriomyza sativae,Damage,878.3269256,,,,,,,
terrinv,Lissachatina fulica,Management,24.62739234,,,,,,,
terrinv,Listronotus bonariensis,Damage,1626.8519,,,,,,,
terrinv,Lymantria dispar,Damage,10459.50085,,,,,,,
terrinv,Lymantria dispar,Management,556.0021484,,,,,,,
terrinv,Maconellicoccus hirsutus,Management,0.120161119,,,,,,,
terrinv,Nilaparvata lugens,Damage,652.2697568,,,,,,,
terrinv,Paracoccus marginatus,Management,1245.861155,,,,,,,
terrinv,Pectinophora gossypiella,Mixed,138.5686629,,,,,,,
terrinv,Phenacoccus solenopsis,Damage,8735.47128,,,,,,,
terrinv,Phthorimaea operculella,Mixed,165.0320238,,,,,,,
terrinv,Prostephanus truncatus,Management,0.626316936,,,,,,,
terrinv,Raoiella indica,Management,2.20264254,,,,,,,
terrinv,Rhipicephalus microplus,Damage,16286.59909,,,,,,,
terrinv,Rhynchophorus ferrugineus,Management,11.85006401,,,,,,,
terrinv,Scirtothrips perseae,Damage,84.69291663,,,,,,,
terrinv,Scirtothrips perseae,Mixed,90.50901974,,,,,,,
terrinv,Sirex noctilio,Management,221.4785207,,,,,,,
terrinv,Solenopsis invicta,Management,1073.223934,,,,,,,
terrinv,Spodoptera frugiperda,Damage,23630.36669,,,,,,,
terrinv,Spodoptera frugiperda,Management,14.84063204,,,,,,,
terrinv,Spodoptera frugiperda,Mixed,30.64336824,,,,,,,
terrinv,Stomoxys calcitrans,Damage,13035.9406,,,,,,,
terrinv,Teia anartoides,Management,968.6423231,,,,,,,
terrinv,Thrips palmi,Management,1.574470396,,,,,,,
terrinv,Trogoderma granarium,Management,2.157891458,,,,,,,
terrinv,Varroa jacobsoni,Damage,0.002477275,,,,,,,
terrinv,Vespa velutina,Damage,0.153645247,,,,,,,
terrinv,Vespa velutina,Management,7.259289724,,,,,,,
terrinv,Vespula germanica,Damage,36.59561607,,,,,,,
terrinv,Vespula germanica,Management,0.016320732,,,,,,,
terrinv,Vespula vulgaris,Management,2.735770889,,,,,,,
